Date,Week,Plant,Department,Model,Issue_Type,Severity,Affected_Units,Status
2026-01-24,W04,Pune,Paint Shop,Mach-E,Equipment Failure,Medium,19,Active
2026-01-24,W04,Sanand,Paint Shop,F-150,Equipment Failure,Low,7,Resolved
2026-01-24,W04,Sanand,Body Shop,Edge,Safety Issue,Low,9,Resolved
2026-01-24,W04,Sanand,Body Shop,Expedition,Safety Issue,Low,12,Resolved
2026-01-25,W04,Dearborn,Assembly,Mustang,Equipment Failure,Low,7,Active
2026-01-25,W04,Dearborn,Body Shop,Explorer,Quality Issue,Low,9,Resolved
2026-01-25,W04,Dearborn,Quality Check,Escape,Quality Issue,High,17,Resolved
2026-01-25,W04,Dearborn,Paint Shop,Expedition,Inspection Failure,High,23,Resolved
2026-01-25,W04,Dearborn,Quality Check,Fusion,Inspection Failure,High,21,Resolved
2026-01-25,W04,Chicago,Body Shop,Escape,Machine Failure,High,18,Active
2026-01-25,W04,Chicago,Logistics,Bronco,Inspection Failure,Medium,14,Active
2026-01-25,W04,Detroit,Paint Shop,F-150,Equipment Failure,Medium,9,Active
2026-01-25,W04,Detroit,Body Shop,Edge,Inspection Failure,High,17,Resolved
2026-01-25,W04,Kansas City,Quality Check,F-150,Quality Issue,Low,8,Resolved
2026-01-25,W04,Kansas City,Assembly,Explorer,Safety Issue,Medium,13,Resolved
2026-01-25,W04,Kansas City,Logistics,Expedition,Machine Failure,Low,9,Resolved
2026-01-25,W04,Louisville,Body Shop,F-150,Equipment Failure,High,17,Active
2026-01-25,W04,Louisville,Logistics,Mustang,Machine Failure,High,18,Active
2026-01-25,W04,Louisville,Body Shop,Explorer,Machine Failure,High,19,Active
2026-01-25,W04,Valencia,Assembly,F-150,Safety Issue,High,17,Active
2026-01-25,W04,Valencia,Assembly,Mustang,Inspection Failure,High,19,Active
2026-01-25,W04,Valencia,Logistics,Expedition,Machine Failure,Medium,19,Active
2026-01-25,W04,Cologne,Paint Shop,F-150,Inspection Failure,High,19,Resolved
2026-01-25,W04,Cologne,Body Shop,Explorer,Machine Failure,Medium,11,Active
2026-01-25,W04,Cologne,Paint Shop,Bronco,Quality Issue,Medium,12,Resolved
2026-01-25,W04,Cologne,Logistics,Fusion,Quality Issue,Low,8,Resolved
2026-01-25,W04,Chennai,Logistics,Expedition,Quality Issue,High,24,Resolved
2026-01-25,W04,Pune,Quality Check,Escape,Machine Failure,Medium,18,Active
2026-01-25,W04,Pune,Logistics,Ranger,Safety Issue,High,21,Active
2026-01-25,W04,Pune,Quality Check,Fusion,Quality Issue,Low,10,Resolved
2026-01-25,W04,Pune,Quality Check,Mach-E,Equipment Failure,High,25,Resolved
2026-01-25,W04,Sanand,Logistics,Explorer,Quality Issue,High,22,Active
2026-01-25,W04,Sanand,Body Shop,Ranger,Safety Issue,Low,8,Active
2026-01-26,W05,Dearborn,Paint Shop,Explorer,Equipment Failure,Medium,11,Resolved
2026-01-26,W05,Dearborn,Assembly,Edge,Quality Issue,Medium,12,Resolved
2026-01-26,W05,Dearborn,Paint Shop,Bronco,Inspection Failure,High,24,Resolved
2026-01-26,W05,Dearborn,Logistics,Mach-E,Inspection Failure,Low,11,Active
2026-01-26,W05,Chicago,Assembly,Explorer,Machine Failure,Medium,11,Active
2026-01-26,W05,Chicago,Logistics,Edge,Machine Failure,Medium,14,Resolved
2026-01-26,W05,Chicago,Paint Shop,Ranger,Machine Failure,Medium,18,Active
2026-01-26,W05,Chicago,Logistics,Mach-E,Quality Issue,Medium,15,Active
2026-01-26,W05,Detroit,Assembly,F-150,Equipment Failure,Medium,16,Resolved
2026-01-26,W05,Detroit,Logistics,Mustang,Inspection Failure,High,20,Resolved
2026-01-26,W05,Detroit,Paint Shop,Escape,Machine Failure,Low,9,Active
2026-01-26,W05,Detroit,Body Shop,Ranger,Inspection Failure,Medium,13,Active
2026-01-26,W05,Detroit,Paint Shop,Expedition,Inspection Failure,High,25,Active
2026-01-26,W05,Detroit,Logistics,Mach-E,Quality Issue,Medium,22,Active
2026-01-26,W05,Kansas City,Logistics,Ranger,Inspection Failure,Medium,14,Active
2026-01-26,W05,Kansas City,Paint Shop,Fusion,Quality Issue,Medium,16,Active
2026-01-26,W05,Kansas City,Body Shop,Mach-E,Inspection Failure,Low,14,Resolved
2026-01-26,W05,Louisville,Assembly,Ranger,Machine Failure,Low,11,Resolved
2026-01-26,W05,Louisville,Assembly,Bronco,Equipment Failure,Medium,22,Resolved
2026-01-26,W05,Valencia,Quality Check,Escape,Safety Issue,High,22,Active
2026-01-26,W05,Valencia,Logistics,Edge,Equipment Failure,High,24,Active
2026-01-26,W05,Valencia,Paint Shop,Ranger,Machine Failure,Low,13,Resolved
2026-01-26,W05,Valencia,Assembly,Bronco,Safety Issue,Medium,15,Resolved
2026-01-26,W05,Valencia,Quality Check,Expedition,Equipment Failure,Medium,19,Resolved
2026-01-26,W05,Cologne,Paint Shop,Explorer,Inspection Failure,Medium,15,Active
2026-01-26,W05,Cologne,Quality Check,Escape,Machine Failure,Medium,19,Active
2026-01-26,W05,Cologne,Quality Check,Ranger,Machine Failure,High,22,Active
2026-01-26,W05,Cologne,Assembly,Expedition,Machine Failure,Medium,14,Active
2026-01-26,W05,Chennai,Quality Check,F-150,Quality Issue,Medium,13,Active
2026-01-26,W05,Chennai,Body Shop,Mustang,Equipment Failure,High,21,Resolved
2026-01-26,W05,Chennai,Body Shop,Explorer,Machine Failure,Low,12,Active
2026-01-26,W05,Chennai,Quality Check,Escape,Quality Issue,Medium,13,Active
2026-01-26,W05,Chennai,Body Shop,Edge,Inspection Failure,Medium,22,Active
2026-01-26,W05,Chennai,Logistics,Ranger,Quality Issue,Medium,19,Active
2026-01-26,W05,Chennai,Body Shop,Bronco,Machine Failure,Medium,17,Active
2026-01-26,W05,Chennai,Logistics,Mach-E,Safety Issue,Medium,18,Active
2026-01-26,W05,Pune,Assembly,F-150,Inspection Failure,Medium,18,Active
2026-01-26,W05,Pune,Body Shop,Mustang,Equipment Failure,Medium,12,Resolved
2026-01-26,W05,Pune,Body Shop,Bronco,Quality Issue,Low,12,Active
2026-01-26,W05,Pune,Quality Check,Expedition,Machine Failure,Low,14,Active
2026-01-26,W05,Pune,Logistics,Mach-E,Machine Failure,Medium,26,Resolved
2026-01-26,W05,Sanand,Quality Check,F-150,Equipment Failure,Medium,12,Active
2026-01-26,W05,Sanand,Body Shop,Mustang,Inspection Failure,High,21,Resolved
2026-01-26,W05,Sanand,Body Shop,Explorer,Machine Failure,Medium,13,Active
2026-01-26,W05,Sanand,Body Shop,Edge,Machine Failure,High,26,Resolved
2026-01-26,W05,Sanand,Logistics,Ranger,Equipment Failure,Medium,15,Resolved
2026-01-26,W05,Sanand,Body Shop,Expedition,Machine Failure,High,31,Active
2026-01-26,W05,Sanand,Body Shop,Fusion,Safety Issue,Medium,23,Resolved
2026-01-26,W05,Sanand,Body Shop,Mach-E,Inspection Failure,Low,13,Resolved
2026-01-27,W05,Dearborn,Assembly,Explorer,Quality Issue,High,19,Active
2026-01-27,W05,Dearborn,Quality Check,Escape,Equipment Failure,Low,8,Active
2026-01-27,W05,Dearborn,Paint Shop,Ranger,Quality Issue,Medium,13,Active
2026-01-27,W05,Dearborn,Logistics,Mach-E,Quality Issue,High,24,Resolved
2026-01-27,W05,Chicago,Quality Check,Escape,Inspection Failure,Low,10,Resolved
2026-01-27,W05,Chicago,Logistics,Edge,Safety Issue,Medium,19,Active
2026-01-27,W05,Chicago,Logistics,Ranger,Quality Issue,Medium,12,Active
2026-01-27,W05,Chicago,Logistics,Bronco,Inspection Failure,High,21,Resolved
2026-01-27,W05,Chicago,Body Shop,Expedition,Inspection Failure,Medium,14,Resolved
2026-01-27,W05,Chicago,Assembly,Mach-E,Quality Issue,Medium,22,Active
2026-01-27,W05,Detroit,Body Shop,Explorer,Inspection Failure,Medium,18,Active
2026-01-27,W05,Detroit,Paint Shop,Escape,Quality Issue,High,22,Resolved
2026-01-27,W05,Detroit,Paint Shop,Expedition,Inspection Failure,Medium,17,Resolved
2026-01-27,W05,Detroit,Assembly,Fusion,Safety Issue,Medium,20,Active
2026-01-27,W05,Kansas City,Assembly,Mustang,Safety Issue,Low,8,Resolved
2026-01-27,W05,Kansas City,Assembly,Expedition,Quality Issue,Medium,14,Active
2026-01-27,W05,Kansas City,Quality Check,Fusion,Equipment Failure,Medium,15,Active
2026-01-27,W05,Louisville,Body Shop,F-150,Inspection Failure,Low,9,Active
2026-01-27,W05,Louisville,Quality Check,Explorer,Quality Issue,High,21,Active
2026-01-27,W05,Louisville,Paint Shop,Escape,Quality Issue,Medium,20,Active
2026-01-27,W05,Louisville,Paint Shop,Edge,Equipment Failure,Medium,15,Resolved
2026-01-27,W05,Louisville,Assembly,Expedition,Machine Failure,Low,10,Resolved
2026-01-27,W05,Valencia,Paint Shop,Mustang,Equipment Failure,Low,10,Active
2026-01-27,W05,Valencia,Paint Shop,Edge,Quality Issue,Low,12,Resolved
2026-01-27,W05,Valencia,Assembly,Ranger,Quality Issue,Medium,21,Resolved
2026-01-27,W05,Valencia,Body Shop,Fusion,Inspection Failure,Medium,22,Active
2026-01-27,W05,Valencia,Paint Shop,Mach-E,Quality Issue,Medium,15,Resolved
2026-01-27,W05,Cologne,Quality Check,Mustang,Inspection Failure,Low,10,Resolved
2026-01-27,W05,Cologne,Assembly,Escape,Machine Failure,Low,9,Resolved
2026-01-27,W05,Cologne,Body Shop,Edge,Quality Issue,Low,11,Active
2026-01-27,W05,Cologne,Body Shop,Bronco,Inspection Failure,High,27,Active
2026-01-27,W05,Cologne,Logistics,Expedition,Inspection Failure,High,28,Active
2026-01-27,W05,Cologne,Quality Check,Fusion,Equipment Failure,Medium,23,Active
2026-01-27,W05,Chennai,Paint Shop,Mustang,Inspection Failure,Low,11,Active
2026-01-27,W05,Chennai,Assembly,Explorer,Quality Issue,Medium,20,Active
2026-01-27,W05,Chennai,Assembly,Escape,Quality Issue,Medium,13,Active
2026-01-27,W05,Chennai,Logistics,Fusion,Equipment Failure,Low,11,Resolved
2026-01-27,W05,Chennai,Logistics,Mach-E,Safety Issue,Low,14,Resolved
2026-01-27,W05,Pune,Assembly,F-150,Machine Failure,Low,9,Resolved
2026-01-27,W05,Pune,Logistics,Mustang,Inspection Failure,Medium,17,Resolved
2026-01-27,W05,Pune,Body Shop,Bronco,Equipment Failure,Low,13,Resolved
2026-01-27,W05,Sanand,Body Shop,F-150,Equipment Failure,High,22,Resolved
2026-01-27,W05,Sanand,Paint Shop,Mustang,Quality Issue,Medium,16,Active
2026-01-27,W05,Sanand,Logistics,Explorer,Inspection Failure,Medium,19,Resolved
2026-01-27,W05,Sanand,Assembly,Escape,Machine Failure,Low,13,Active
2026-01-27,W05,Sanand,Logistics,Edge,Safety Issue,Medium,21,Active
2026-01-28,W05,Dearborn,Body Shop,Mustang,Quality Issue,Low,9,Active
2026-01-28,W05,Dearborn,Logistics,Explorer,Machine Failure,High,19,Resolved
2026-01-28,W05,Dearborn,Paint Shop,Escape,Quality Issue,High,22,Resolved
2026-01-28,W05,Dearborn,Paint Shop,Mach-E,Inspection Failure,Medium,19,Active
2026-01-28,W05,Chicago,Quality Check,Mustang,Safety Issue,Medium,16,Active
2026-01-28,W05,Chicago,Logistics,Edge,Machine Failure,Medium,13,Resolved
2026-01-28,W05,Chicago,Assembly,Ranger,Quality Issue,High,21,Active
2026-01-28,W05,Chicago,Paint Shop,Expedition,Quality Issue,High,21,Resolved
2026-01-28,W05,Chicago,Quality Check,Fusion,Quality Issue,Medium,19,Resolved
2026-01-28,W05,Detroit,Paint Shop,Escape,Equipment Failure,High,20,Active
2026-01-28,W05,Detroit,Paint Shop,Bronco,Safety Issue,Medium,16,Active
2026-01-28,W05,Detroit,Assembly,Fusion,Safety Issue,Low,12,Resolved
2026-01-28,W05,Kansas City,Assembly,Explorer,Safety Issue,Medium,14,Resolved
2026-01-28,W05,Kansas City,Assembly,Escape,Machine Failure,High,23,Resolved
2026-01-28,W05,Kansas City,Paint Shop,Edge,Equipment Failure,Medium,15,Resolved
2026-01-28,W05,Kansas City,Logistics,Ranger,Equipment Failure,Medium,14,Active
2026-01-28,W05,Kansas City,Logistics,Bronco,Safety Issue,Medium,19,Active
2026-01-28,W05,Kansas City,Logistics,Expedition,Inspection Failure,Medium,22,Resolved
2026-01-28,W05,Kansas City,Logistics,Mach-E,Machine Failure,High,27,Resolved
2026-01-28,W05,Louisville,Assembly,F-150,Machine Failure,High,22,Active
2026-01-28,W05,Louisville,Assembly,Mustang,Inspection Failure,Low,10,Active
2026-01-28,W05,Louisville,Quality Check,Escape,Quality Issue,High,22,Resolved
2026-01-28,W05,Louisville,Body Shop,Edge,Equipment Failure,Medium,19,Resolved
2026-01-28,W05,Louisville,Logistics,Ranger,Equipment Failure,Low,11,Active
2026-01-28,W05,Louisville,Quality Check,Bronco,Quality Issue,Medium,16,Active
2026-01-28,W05,Louisville,Body Shop,Expedition,Equipment Failure,Medium,18,Active
2026-01-28,W05,Valencia,Logistics,Mustang,Safety Issue,Medium,15,Active
2026-01-28,W05,Valencia,Assembly,Explorer,Quality Issue,Low,9,Resolved
2026-01-28,W05,Valencia,Quality Check,Fusion,Safety Issue,Medium,21,Resolved
2026-01-28,W05,Cologne,Assembly,F-150,Quality Issue,Low,11,Resolved
2026-01-28,W05,Cologne,Paint Shop,Mustang,Quality Issue,Medium,18,Active
2026-01-28,W05,Cologne,Paint Shop,Explorer,Quality Issue,Medium,17,Active
2026-01-28,W05,Cologne,Quality Check,Edge,Machine Failure,High,22,Active
2026-01-28,W05,Cologne,Assembly,Expedition,Equipment Failure,High,23,Resolved
2026-01-28,W05,Cologne,Logistics,Fusion,Safety Issue,Medium,24,Active
2026-01-28,W05,Cologne,Body Shop,Mach-E,Quality Issue,Medium,15,Resolved
2026-01-28,W05,Chennai,Paint Shop,Mustang,Quality Issue,High,21,Active
2026-01-28,W05,Chennai,Quality Check,Escape,Inspection Failure,Medium,21,Active
2026-01-28,W05,Chennai,Logistics,Ranger,Safety Issue,Medium,16,Active
2026-01-28,W05,Pune,Quality Check,F-150,Equipment Failure,Medium,13,Active
2026-01-28,W05,Pune,Body Shop,Mustang,Quality Issue,Medium,15,Resolved
2026-01-28,W05,Pune,Paint Shop,Explorer,Quality Issue,High,24,Active
2026-01-28,W05,Pune,Logistics,Edge,Machine Failure,Medium,17,Active
2026-01-28,W05,Sanand,Body Shop,Explorer,Quality Issue,Low,9,Resolved
2026-01-28,W05,Sanand,Body Shop,Escape,Safety Issue,Low,9,Resolved
2026-01-28,W05,Sanand,Body Shop,Ranger,Safety Issue,Medium,15,Active
2026-01-28,W05,Sanand,Paint Shop,Fusion,Safety Issue,Medium,16,Active
2026-01-28,W05,Sanand,Body Shop,Mach-E,Inspection Failure,Low,11,Resolved
2026-01-29,W05,Dearborn,Paint Shop,Explorer,Machine Failure,Medium,16,Resolved
2026-01-29,W05,Dearborn,Quality Check,Bronco,Machine Failure,Medium,16,Resolved
2026-01-29,W05,Dearborn,Assembly,Fusion,Quality Issue,Low,12,Active
2026-01-29,W05,Dearborn,Logistics,Mach-E,Quality Issue,High,27,Active
2026-01-29,W05,Chicago,Quality Check,F-150,Inspection Failure,High,17,Active
2026-01-29,W05,Chicago,Paint Shop,Mustang,Equipment Failure,Medium,11,Active
2026-01-29,W05,Chicago,Assembly,Escape,Quality Issue,Low,9,Resolved
2026-01-29,W05,Chicago,Logistics,Bronco,Machine Failure,Low,9,Active
2026-01-29,W05,Chicago,Logistics,Expedition,Machine Failure,Medium,19,Resolved
2026-01-29,W05,Chicago,Quality Check,Fusion,Machine Failure,High,26,Resolved
2026-01-29,W05,Detroit,Logistics,Mustang,Safety Issue,Medium,11,Active
2026-01-29,W05,Detroit,Assembly,Escape,Equipment Failure,Low,8,Resolved
2026-01-29,W05,Detroit,Logistics,Edge,Machine Failure,High,20,Active
2026-01-29,W05,Detroit,Paint Shop,Bronco,Quality Issue,Medium,19,Resolved
2026-01-29,W05,Detroit,Body Shop,Fusion,Equipment Failure,Medium,21,Active
2026-01-29,W05,Detroit,Logistics,Mach-E,Inspection Failure,High,27,Active
2026-01-29,W05,Kansas City,Quality Check,Escape,Equipment Failure,Medium,16,Active
2026-01-29,W05,Kansas City,Body Shop,Edge,Safety Issue,Low,9,Active
2026-01-29,W05,Kansas City,Assembly,Fusion,Machine Failure,High,28,Active
2026-01-29,W05,Louisville,Paint Shop,Mustang,Inspection Failure,Medium,14,Active
2026-01-29,W05,Louisville,Logistics,Edge,Quality Issue,Medium,20,Active
2026-01-29,W05,Louisville,Logistics,Bronco,Machine Failure,Medium,20,Resolved
2026-01-29,W05,Louisville,Paint Shop,Fusion,Equipment Failure,High,26,Resolved
2026-01-29,W05,Cologne,Body Shop,Mustang,Equipment Failure,Medium,20,Resolved
2026-01-29,W05,Cologne,Quality Check,Explorer,Quality Issue,Low,8,Resolved
2026-01-29,W05,Cologne,Quality Check,Escape,Inspection Failure,Medium,13,Active
2026-01-29,W05,Cologne,Quality Check,Ranger,Inspection Failure,Medium,22,Active
2026-01-29,W05,Cologne,Logistics,Mach-E,Inspection Failure,Low,12,Resolved
2026-01-29,W05,Chennai,Logistics,Mustang,Machine Failure,Medium,18,Active
2026-01-29,W05,Chennai,Quality Check,Edge,Safety Issue,Medium,19,Active
2026-01-29,W05,Chennai,Logistics,Expedition,Inspection Failure,Medium,18,Resolved
2026-01-29,W05,Chennai,Logistics,Fusion,Machine Failure,Low,11,Resolved
2026-01-29,W05,Pune,Logistics,Mustang,Machine Failure,Medium,12,Resolved
2026-01-29,W05,Pune,Logistics,Edge,Quality Issue,High,24,Active
2026-01-29,W05,Pune,Quality Check,Expedition,Equipment Failure,Medium,15,Resolved
2026-01-29,W05,Pune,Paint Shop,Mach-E,Quality Issue,Low,10,Resolved
2026-01-29,W05,Sanand,Paint Shop,F-150,Inspection Failure,Medium,15,Active
2026-01-29,W05,Sanand,Paint Shop,Mustang,Quality Issue,Low,11,Active
2026-01-29,W05,Sanand,Paint Shop,Explorer,Equipment Failure,Medium,14,Resolved
2026-01-29,W05,Sanand,Logistics,Escape,Quality Issue,Medium,13,Resolved
2026-01-29,W05,Sanand,Assembly,Edge,Inspection Failure,Medium,17,Resolved
2026-01-29,W05,Sanand,Logistics,Expedition,Inspection Failure,Low,12,Active
2026-01-29,W05,Sanand,Body Shop,Fusion,Quality Issue,Low,10,Active
2026-01-30,W05,Dearborn,Logistics,Escape,Equipment Failure,Low,8,Active
2026-01-30,W05,Dearborn,Assembly,Ranger,Safety Issue,Medium,13,Resolved
2026-01-30,W05,Dearborn,Logistics,Fusion,Quality Issue,High,25,Resolved
2026-01-30,W05,Dearborn,Quality Check,Mach-E,Quality Issue,High,26,Resolved
2026-01-30,W05,Chicago,Paint Shop,Mustang,Inspection Failure,Medium,13,Active
2026-01-30,W05,Chicago,Body Shop,Edge,Inspection Failure,Medium,13,Resolved
2026-01-30,W05,Chicago,Paint Shop,Ranger,Inspection Failure,Low,9,Active
2026-01-30,W05,Chicago,Quality Check,Bronco,Inspection Failure,Medium,13,Active
2026-01-30,W05,Chicago,Assembly,Expedition,Quality Issue,High,25,Resolved
2026-01-30,W05,Chicago,Body Shop,Mach-E,Inspection Failure,Medium,19,Resolved
2026-01-30,W05,Detroit,Paint Shop,Ranger,Machine Failure,High,23,Active
2026-01-30,W05,Detroit,Logistics,Expedition,Safety Issue,Low,11,Active
2026-01-30,W05,Kansas City,Quality Check,F-150,Equipment Failure,Medium,16,Resolved
2026-01-30,W05,Kansas City,Logistics,Mustang,Quality Issue,Medium,13,Active
2026-01-30,W05,Kansas City,Body Shop,Escape,Quality Issue,Medium,15,Resolved
2026-01-30,W05,Kansas City,Paint Shop,Edge,Machine Failure,Medium,16,Resolved
2026-01-30,W05,Kansas City,Quality Check,Bronco,Inspection Failure,Low,11,Active
2026-01-30,W05,Kansas City,Quality Check,Expedition,Machine Failure,High,25,Resolved
2026-01-30,W05,Kansas City,Quality Check,Fusion,Safety Issue,Medium,14,Active
2026-01-30,W05,Kansas City,Body Shop,Mach-E,Equipment Failure,Medium,15,Active
2026-01-30,W05,Louisville,Logistics,F-150,Safety Issue,High,22,Active
2026-01-30,W05,Louisville,Paint Shop,Mustang,Safety Issue,Medium,12,Resolved
2026-01-30,W05,Louisville,Logistics,Explorer,Inspection Failure,Medium,17,Active
2026-01-30,W05,Louisville,Logistics,Ranger,Equipment Failure,High,25,Active
2026-01-30,W05,Louisville,Quality Check,Bronco,Quality Issue,High,25,Active
2026-01-30,W05,Louisville,Assembly,Fusion,Inspection Failure,Medium,17,Active
2026-01-30,W05,Valencia,Body Shop,Mustang,Safety Issue,Low,11,Active
2026-01-30,W05,Valencia,Paint Shop,Bronco,Quality Issue,Low,11,Resolved
2026-01-30,W05,Valencia,Paint Shop,Fusion,Quality Issue,Low,13,Resolved
2026-01-30,W05,Valencia,Quality Check,Mach-E,Machine Failure,High,30,Active
2026-01-30,W05,Cologne,Quality Check,F-150,Equipment Failure,Low,8,Active
2026-01-30,W05,Cologne,Assembly,Mustang,Safety Issue,Medium,14,Active
2026-01-30,W05,Cologne,Logistics,Explorer,Safety Issue,High,23,Active
2026-01-30,W05,Cologne,Body Shop,Ranger,Equipment Failure,High,26,Active
2026-01-30,W05,Cologne,Body Shop,Expedition,Safety Issue,Medium,19,Resolved
2026-01-30,W05,Cologne,Logistics,Fusion,Inspection Failure,Medium,22,Active
2026-01-30,W05,Chennai,Assembly,Explorer,Equipment Failure,Low,8,Active
2026-01-30,W05,Chennai,Assembly,Escape,Quality Issue,High,22,Active
2026-01-30,W05,Chennai,Body Shop,Edge,Equipment Failure,Medium,14,Resolved
2026-01-30,W05,Chennai,Quality Check,Bronco,Inspection Failure,Low,10,Resolved
2026-01-30,W05,Chennai,Quality Check,Fusion,Equipment Failure,Medium,22,Resolved
2026-01-30,W05,Chennai,Logistics,Mach-E,Machine Failure,High,28,Resolved
2026-01-30,W05,Pune,Logistics,F-150,Safety Issue,Medium,19,Resolved
2026-01-30,W05,Pune,Assembly,Mustang,Machine Failure,High,25,Resolved
2026-01-30,W05,Pune,Assembly,Escape,Quality Issue,Low,10,Resolved
2026-01-30,W05,Pune,Logistics,Ranger,Inspection Failure,High,24,Active
2026-01-30,W05,Pune,Assembly,Fusion,Safety Issue,High,29,Active
2026-01-30,W05,Pune,Paint Shop,Mach-E,Safety Issue,High,29,Resolved
2026-01-30,W05,Sanand,Assembly,Mustang,Equipment Failure,High,21,Resolved
2026-01-30,W05,Sanand,Quality Check,Explorer,Inspection Failure,Medium,20,Active
2026-01-31,W05,Dearborn,Body Shop,Mustang,Safety Issue,High,16,Active
2026-01-31,W05,Dearborn,Paint Shop,Ranger,Equipment Failure,High,17,Resolved
2026-01-31,W05,Dearborn,Body Shop,Fusion,Inspection Failure,Medium,17,Active
2026-01-31,W05,Chicago,Quality Check,F-150,Inspection Failure,Low,6,Active
2026-01-31,W05,Chicago,Assembly,Ranger,Machine Failure,Medium,13,Active
2026-01-31,W05,Chicago,Assembly,Bronco,Machine Failure,High,19,Active
2026-01-31,W05,Chicago,Paint Shop,Fusion,Safety Issue,Low,10,Active
